ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism
ARO:3003171	39748	1660	663	ACT-36	ACT-36	AJG06170.1	KM926621	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3003172	39749	1735	257	ACT-37	ACT-37	AJG06172.1	KM926622	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3003655	40265	5243	3311	ACT-38	ACT-38	AKS43590.1	KP836350.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3001829	38229	1813	1495	ACT-4	ACT-4	ABZ81086.1	EU427302	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3001824	38224	1893	1838	ACT-5	ACT-5	ACJ05689.1	FJ237369	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3001825	38225	1972	1788	ACT-6	ACT-6	ACJ05686.1	FJ237366	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3001830	38230	759	1959	ACT-7	ACT-7	ACJ05688.1	FJ237368	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3001831	38231	5245	3313	ACT-8	ACT-8	CBI75448.1	FN645445.1	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3001826	38226	819	1155	ACT-9	ACT-9	AEI70575.1	HQ693810	ACT beta-lactamase	carbapenem;cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3003847	40544	5287	2334	ADC-1	ADC-1	CAB77444.1	AJ009979.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003855	40554	5246	3314	ADC-10	ADC-10	ABI18382.1	DQ883640.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004615	42582	5241	3310	ADC-11	ADC-11	ADG46039.1	GU591983.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003856	40555	5302	2342	ADC-12	ADC-12	CAK95249.1	AM283529.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003857	40556	5304	2343	ADC-13	ADC-13	CAK95248.2	AM283528.2	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003858	40557	5306	2344	ADC-14	ADC-14	CAK95247.1	AM283527.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003859	40558	5360	2345	ADC-15	ADC-15	CAK95246.1	AM283526.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3005037	43235	6073	3780	ADC-159	ADC-159	ATP60652.1	MG229642.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003860	40559	5364	2346	ADC-16	ADC-16	CAK95245.1	AM283525.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003861	40560	5419	2347	ADC-17	ADC-17	CAK95244.1	AM283524.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003862	40561	5421	2348	ADC-18	ADC-18	CAK95243.1	AM283523.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003863	40562	5424	2349	ADC-19	ADC-19	CAK95242.1	AM283522.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003848	40545	5288	2335	ADC-2	ADC-2	AAO43172.1	AY177427.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003864	40563	5427	2350	ADC-20	ADC-20	CAK95241.1	AM283521.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003865	40564	5432	2351	ADC-21	ADC-21	CAK95240.1	AM283520.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003866	40565	5878	2352	ADC-22	ADC-22	CAK95239.1	AM283519.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003867	40566	5438	2353	ADC-23	ADC-23	CAK95238.1	AM283518.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003868	40567	5443	2354	ADC-25	ADC-25	ABK34773.1	EF016355.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003849	40547	5289	2336	ADC-3	ADC-3	AAO59456.1	AY178995.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004617	42587	5247	3315	ADC-30	ADC-30	AEL30572.1	JF265068.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003870	40569	5444	2355	ADC-31	ADC-31	ADX04315.1	CP001921.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003871	40570	5445	2356	ADC-39	ADC-39	ACC95874.1	EU652244.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003850	40548	5290	2337	ADC-4	ADC-4	AAO59457.1	AY178996.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003872	40571	5292	2357	ADC-41	ADC-41	ACN62070.1	FJ744160.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003873	40572	5294	2358	ADC-42	ADC-42	ACN62071.1	FJ744161.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003874	40573	5300	2359	ADC-43	ADC-43	ACN62072.1	FJ744162.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003876	40575	5301	2360	ADC-44	ADC-44	ACN62073.1	FJ744163.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003851	40549	5291	2338	ADC-5	ADC-5	CAE00827.1	AJ575184.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003878	40577	5303	2361	ADC-56	ADC-56	AEG47700.1	HQ662682.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004618	42588	5249	3316	ADC-58	ADC-58	AFG25594.1	JQ319653.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004619	42591	5251	3317	ADC-59	ADC-59	AFG25595.1	JQ319654.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003852	40551	5293	2339	ADC-6	ADC-6	AUD40659.1	MG601730.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004620	42592	5253	3318	ADC-60	ADC-60	AFH53180.1	JQ692087.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003879	40578	5305	2362	ADC-61	ADC-61	AFI56570.1	JQ753702.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004632	42621	5401	3331	ADC-62	ADC-62	AFK24475.1	JQ867374.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004633	42622	5403	3332	ADC-67	ADC-67	AFP89364.1	JX169789.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004493	42027	4869	3013	ADC-68	ADC-68	AGL39360.1	KC866352.1	ADC beta-lactamase with carbapenemase activity	carbapenem	antibiotic inactivation
ARO:3003853	40552	5295	2340	ADC-7	ADC-7	AAT70411.1	AY648950.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3004634	42623	5411	3333	ADC-73	ADC-73	ALA14808.1	KP881233.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003880	40579	5362	2363	ADC-74	ADC-74	ALA14809.1	KP881234.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003881	40580	5365	2364	ADC-75	ADC-75	ALA14810.1	KP881235.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003882	40581	5420	2365	ADC-76	ADC-76	ALA14811.1	KP881236.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003883	40582	5423	2366	ADC-77	ADC-77	ALA14812.1	KP881237.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003884	40583	5425	2367	ADC-78	ADC-78	ALA14813.1	KP881238.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003885	40584	5428	2368	ADC-79	ADC-79	ALA14814.1	KP881239.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003854	40553	4033	2341	ADC-8	ADC-8	CAL25116.3	AM293332.3	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003887	40586	5437	2370	ADC-81	ADC-81	ALA14816.1	KP881241.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3003888	40587	5441	2371	ADC-82	ADC-82	EXE65374.1	JEXY01000001.1	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
ARO:3000774	37154	4256	1313	adeA	adeA	AAL14439.1	AF370885.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux
ARO:3000775	37155	4257	866	adeB	adeB	AAL14440.1	AF370885.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux
ARO:3003811	40499	3839	337	adeC	adeC	ALX99516.1	CP013924.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux
ARO:3000777	37157	4252	153	adeF	adeF	CAJ77856.1	CT025801.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000778	37158	4251	1226	adeG	adeG	CAJ77857.1	CT025800.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000779	37159	4253	542	adeH	adeH	CAJ77855.1	CT025802.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000780	37160	5374	1471	adeI	adeI	ACJ41739.1	CP001182.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000781	37161	1	630	adeJ	adeJ	AAX14802.1	AY769962	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000782	37162	674	1664	adeK	adeK	AAX14803.1	AY769962	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000620	36962	4541	2654	adeL	adeL	ALH22601.1	KR297239.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000559	36698	569	1880	adeN	adeN	AGV28567.1	KF147862	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3000553	36692	711	456	adeR	adeR	ADM92605.1	HM440348	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux
ARO:3000549	36688	596	183	adeS	adeS	ADM92606.1	HM440348	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline;tetracycline antibiotic	antibiotic efflux
ARO:3002481	38881	901	1149	AER-1	AER-1	AAC09015.1	U14748	AER beta-lactamase	penam	antibiotic inactivation
ARO:3004451	41662	4423	2890	Agrobacterium fabrum chloramphenicol acetyltransferase	Agrobacterium fabrum chloramphenicol acetyltransferase	AAA22081.1	M58472.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
ARO:3000853	37233	1033	707	AIM-1	AIM-1	CAQ53840.1	AM998375	AIM beta-lactamase	cephalosporin;cephamycin;penam	antibiotic inactivation
ARO:3004364	41538	5309	2878	almG	almG	AAF94731.1	AE003852.1	lipid A acyltransferase	peptide antibiotic	antibiotic target alteration
ARO:3002982	39416	5442	1542	amrA	amrA	CAH35803.1	BX571965.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
ARO:3002983	39417	5203	476	amrB	amrB	CAH35802.1	BX571965.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
ARO:3000230	36369	457	1372	ANT(2'')-Ia	ANT(2'')-Ia	AAC64365.1	AF078527	ANT(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3005062	43266	6097	3802	ANT(3'')-Ib	ANT(3'')-Ib	QEQ43477.1	MN366379.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004089	41195	5122	2752	ANT(3'')-IIa	ANT(3'')-IIa	CAA26199.1	X02340.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002598	38998	16	339	ANT(3'')-Ii-AAC(6')-IId fusion protein	ANT(3'')-Ii-AAC(6')-IId fusion protein	AAL51021.2	AF453998	AAC(6');ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004090	41196	4496	2754	ANT(3'')-IIb	ANT(3'')-IIb	ENU91137	APPC01000022.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004091	41197	4495	2755	ANT(3'')-IIc	ANT(3'')-IIc	ENU37733	APOM01000001.1	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002623	39023	185	1737	ANT(4')-Ia	ANT(4')-Ia	AAO83986.1	EF540343	ANT(4')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3003905	40608	5201	2383	ANT(4')-Ib	ANT(4')-Ib	ADA62098.1	GQ900432.1	ANT(4')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002624	39024	190	1266	ANT(4')-IIa	ANT(4')-IIa	AAA25717.1	M98270	ANT(4')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002625	39025	234	1329	ANT(4')-IIb	ANT(4')-IIb	AAM76670.1	AY114142	ANT(4')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002626	39026	5528	914	ANT(6)-Ia	ANT(6)-Ia	AHE40557.1	KF648874.1	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002629	39029	60	1113	ANT(6)-Ib	ANT(6)-Ib	CBH51824.1	FN594949	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002630	39030	6083	1386	ANT(9)-Ia	ANT(9)-Ia	CAA26428.1	X02588.1	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002634	39034	18	137	APH(2'')-Ie	APH(2'')-Ie	AAX38178.1	AY939911	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004191	41355	4188	2837	APH(2'')-If	APH(2'')-If	AAW34150.1	AY701528.1	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002669	39069	4749	903	APH(2'')-Ig	APH(2'')-Ig	AGV10818.1	CP004067.1	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002635	39035	696	1615	APH(2'')-IIa	APH(2'')-IIa	AAK63040.1	AF337947	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002636	39036	181	1013	APH(2'')-IIIa	APH(2'')-IIIa	AAB49832.1	U51479	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002637	39037	729	384	APH(2'')-IVa	APH(2'')-IVa	AAC14693.1	AF016483	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002638	39038	91	1923	APH(3'')-Ia	APH(3'')-Ia	CAA37605.1	X53527	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002641	39041	4475	291	APH(3')-Ia	APH(3')-Ia	CAE51638.1	BX664015.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002639	39039	545	1830	APH(3'')-Ib	APH(3'')-Ib	ABK33456.1	AF313472	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002642	39042	329	835	APH(3')-Ib	APH(3')-Ib	AAA26412.1	M20305	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002640	39040	276	2052	APH(3'')-Ic	APH(3'')-Ic	ABC68330.1	DQ336355	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002644	39044	5416	2114	APH(3')-IIa	APH(3')-IIa	CAA23892.1	V00618.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002645	39045	159	954	APH(3')-IIb	APH(3')-IIb	CAA62365.1	X90856	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002646	39046	194	1018	APH(3')-IIc	APH(3')-IIc	ADQ43421.1	HQ424460	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002647	39047	233	1332	APH(3')-IIIa	APH(3')-IIIa	AGV10830.1	CP004067	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002648	39048	237	1260	APH(3')-IVa	APH(3')-IVa	CAA27061.1	X03364	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004087	41192	4068	2751	APH(3')-IX	APH(3')-IX	ENV34035	APPN01000061.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002649	39049	371	38	APH(3')-Va	APH(3')-Va	AAA26699.1	K00432	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002650	39050	407	1548	APH(3')-Vb	APH(3')-Vb	AAC32025.1	M22126	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002651	39051	470	687	APH(3')-Vc	APH(3')-Vc	AAB21326.1	S81599	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3003687	40322	3387	2200	APH(3')-VI	APH(3')-VI	AGI04227.1	KC170992.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002652	39052	368	1121	APH(3')-VIa	APH(3')-VIa	CAA30578.1	X07753	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002653	39053	6049	3759	APH(3')-VIb	APH(3')-VIb	CAF29483.1	AJ627643.4	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002654	39054	326	251	APH(3')-VIIa	APH(3')-VIIa	AAA76822.1	M29953	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004680	42729	5564	3379	APH(3')-VIIIa	APH(3')-VIIIa	AAG11411.2	AF182845.2	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004086	41190	4499	2750	APH(3')-VIII	APH(3')-VIIIb	EPF73263	ATGI01000028.1	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002655	39055	221	205	APH(4)-Ia	APH(4)-Ia	CAA24743.1	V01499	APH(4)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002656	39056	262	1681	APH(4)-Ib	APH(4)-Ib	CAA52372.1	X74325	APH(4)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002657	39057	94	1500	APH(6)-Ia	APH(6)-Ia	CAA68516.1	Y00459	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002658	39058	118	880	APH(6)-Ib	APH(6)-Ib	CAA29136.1	X05648	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002659	39059	404	892	APH(6)-Ic	APH(6)-Ic	CAA25854.1	X01702	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002660	39060	467	1031	APH(6)-Id	APH(6)-Id	AAC23556.1	AF024602	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002661	39061	600	706	APH(7'')-Ia	APH(7'')-Ia	CAA27276.1	X03615	APH(7'')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002662	39062	514	252	APH(9)-Ia	APH(9)-Ia	AAB58447.1	U94857	APH(9)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002663	39063	4738	1059	APH(9)-Ib	APH(9)-Ib	AAB66655.1	U70376.2	APH(9)	aminoglycoside antibiotic	antibiotic inactivation
ARO:3004675	42723	5559	3374	aphA15	aphA15	CAD91341.1	Y18050.2	APH(3')	aminoglycoside antibiotic	antibiotic inactivation
ARO:3003918	40626	3717	2395	apmA	apmA	CBL58181.1	FN806789.3	amp acetyltransferase	aminoglycoside antibiotic	antibiotic inactivation
ARO:3002993	39427	1113	1711	AQU-1	AQU-1	BAM76830.1	AB765395	AQU beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3004647	42664	5474	3346	AQU-2	AQU-2	AHF82023.1	KF730243.1	AQU beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3004648	42665	5475	3347	AQU-3	AQU-3	AHF82024.1	KF730244.1	AQU beta-lactamase	cephalosporin	antibiotic inactivation
ARO:3004734	42843	5744	3549	ARL-1	ARL-1	APY23733.1	KY363215.1	ARL Beta-lactamase	penam	antibiotic inactivation
ARO:3004735	42845	5745	3550	ARL-2	ARL-2	APY23841.1	KY363207.1	ARL Beta-lactamase	penam	antibiotic inactivation
ARO:3004736	42846	5746	3551	ARL-3	ARL-3	APY23844.1	KY363208.1	ARL Beta-lactamase	penam	antibiotic inactivation
ARO:3004737	42847	5747	3552	ARL-4	ARL-4	APY23838.1	KY363206.1	ARL Beta-lactamase	penam	antibiotic inactivation
ARO:3004738	42848	5748	3553	ARL-5	ARL-5	APY23862.1	KY363214.1	ARL Beta-lactamase	penam	antibiotic inactivation
ARO:3004739	42849	5749	3554	ARL-6	ARL-6	APY23865.1	KY464892.1	ARL Beta-lactamase	penam	antibiotic inactivation
ARO:3000838	37218	5453	1390	arlR	arlR	ATC67679.1	CP023390.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
ARO:3000839	37219	5398	182	arlS	arlS	ABD30512.1	CP000253.1	major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;fluoroquinolone antibiotic	antibiotic efflux
ARO:3000858	37238	3397	1405	armA	armA	ADC55560.1	GU437214.1	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
ARO:3004056	41121	5228	2688	ArmR	ArmR	AAG07106.1	AE004091.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic	antibiotic efflux
ARO:3002985	39419	5385	1643	arnA	arnA	AAG06942.1	AE004091.2	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
ARO:3005053	43254	6090	3795	ArnT	ArnT	CDO12042.1	FO834906.1	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
ARO:3002846	39280	393	1950	arr-1	arr-1	AAC05822.1	AF001493	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
ARO:3002847	39281	480	1116	arr-2	arr-2	AAC64366.1	AF078527	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
ARO:3002848	39282	707	743	arr-3	arr-3	ACD56151.1	EU675686	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
ARO:3002849	39283	524	173	arr-4	arr-4	ABV26705.1	EF660562	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
ARO:3002850	39284	567	547	arr-5	arr-5	ABV26707.1	EF660563	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
